,annual_payroll,industry,sex,ethnicity,race,buschar_label,number_of_firms,firmpdemp_f,revenue,number_of_employees
1062,1144,Utilities,Total,Total,Minority,Family-owned,12,,0,33
1063,3472,Utilities,Total,Total,Minority,Not family-owned,32,,0,76
1064,4616,Utilities,Total,Total,Minority,Total reporting,43,,0,109
1065,0,Utilities,Total,Total,Minority,Item not reported,0,S,0,0
1066,4054515,Utilities,Total,Total,Nonminority,All firms,2409,,0,57563
1067,116177,Utilities,Total,Total,Nonminority,Family-owned,386,,0,8623
1068,0,Utilities,Total,Total,Nonminority,Not family-owned,0,S,0,0
1069,0,Utilities,Total,Total,Nonminority,Total reporting,0,S,0,0
1070,11048,Utilities,Total,Total,Nonminority,Item not reported,55,,0,202
1071,4278668,Utilities,Classifiable,Classifiable,Classifiable,All firms,2978,,0,61525
1072,0,Utilities,Classifiable,Classifiable,Classifiable,Family-owned,0,S,0,0
1073,0,Utilities,Classifiable,Classifiable,Classifiable,Not family-owned,0,S,0,0
1074,0,Utilities,Classifiable,Classifiable,Classifiable,Total reporting,0,S,0,0
1075,0,Utilities,Classifiable,Classifiable,Classifiable,Item not reported,0,S,0,0
1076,67227747,Utilities,Unclassifiable,Unclassifiable,Unclassifiable,All firms,3085,,0,612467
1077,S,Utilities,Unclassifiable,Unclassifiable,Unclassifiable,N/A2018,S,0.0,S,m
1078,71506415,Utilities,Total,Total,Total,All firms,6062,,0,673993
1079,122507,Utilities,Total,Total,Total,Family-owned,446,,0,8922
1080,0,Utilities,Total,Total,Total,Not family-owned,0,S,0,0
1081,0,Utilities,Total,Total,Total,Total reporting,0,S,0,0
1082,16485,Utilities,Total,Total,Total,Item not reported,79,,0,308
1083,,Utilities,Total,Total,Total,N/A2018,,0.0,W,
1084,166076,Utilities,Female,Total,Total,All firms,346,,0,2466
1085,4961,Utilities,Female,Total,Total,Family-owned,30,,0,125
1086,9836,Utilities,Female,Total,Total,Not family-owned,59,,0,142
1087,14797,Utilities,Female,Total,Total,Total reporting,88,,0,267
1088,504,Utilities,Female,Total,Total,Item not reported,7,,0,19
1089,3844966,Utilities,Male,Total,Total,All firms,2112,,0,48772
1090,0,Utilities,Male,Total,Total,Family-owned,0,S,0,0
1091,0,Utilities,Male,Total,Total,Not family-owned,0,S,0,0
1092,0,Utilities,Male,Total,Total,Total reporting,0,S,0,0
1093,14487,Utilities,Male,Total,Total,Item not reported,66,,0,241
1094,0,Utilities,Equally male/female,Total,Total,All firms,0,S,0,0
1095,28004,Utilities,Equally male/female,Total,Total,Family-owned,171,,0,7329
1096,1565,Utilities,Equally male/female,Total,Total,Not family-owned,20,,0,39
1097,29569,Utilities,Equally male/female,Total,Total,Total reporting,190,,0,7368
1098,0,Utilities,Equally male/female,Total,Total,Item not reported,0,S,0,0
1099,0,Utilities,Total,Hispanic,Total,All firms,0,S,0,0
1100,0,Utilities,Total,Hispanic,Total,Family-owned,0,S,0,0
1101,0,Utilities,Total,Hispanic,Total,Not family-owned,0,S,0,0
1102,3320,Utilities,Total,Hispanic,Total,Total reporting,28,,0,79
1103,0,Utilities,Total,Hispanic,Total,Item not reported,0,D,0,0
1104,31258,Utilities,Female,Hispanic,Total,All firms,40,,0,396
1105,0,Utilities,Female,Hispanic,Total,Not family-owned,0,S,0,0
1106,0,Utilities,Female,Hispanic,Total,Total reporting,0,S,0,0
1107,0,Utilities,Female,Hispanic,Total,Item not reported,0,D,0,0
1108,0,Utilities,Male,Hispanic,Total,All firms,0,S,0,0
1109,0,Utilities,Male,Hispanic,Total,Family-owned,0,D,0,0
1110,0,Utilities,Male,Hispanic,Total,Not family-owned,0,S,0,0
1111,2203,Utilities,Male,Hispanic,Total,Total reporting,17,,0,55
1112,0,Utilities,Equally male/female,Hispanic,Total,All firms,0,S,0,0
1113,0,Utilities,Equally male/female,Hispanic,Total,Family-owned,0,D,0,0
1114,0,Utilities,Equally male/female,Hispanic,Total,Total reporting,0,D,0,0
1115,19242,Utilities,Total,Equally Hispanic/non-Hispanic,Total,All firms,12,,0,316
1116,0,Utilities,Total,Equally Hispanic/non-Hispanic,Total,Family-owned,0,D,0,0
1117,0,Utilities,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,0,D,0,0
1118,455,Utilities,Equally male/female,Equally Hispanic/non-Hispanic,Total,All firms,9,,0,15
1119,0,Utilities,Equally male/female,Equally Hispanic/non-Hispanic,Total,Family-owned,0,D,0,0
1120,0,Utilities,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total reporting,0,D,0,0
1121,4196226,Utilities,Total,Non-Hispanic,Total,All firms,2855,,0,60364
1122,121485,Utilities,Total,Non-Hispanic,Total,Family-owned,437,,0,8889
1123,0,Utilities,Total,Non-Hispanic,Total,Not family-owned,0,S,0,0
1124,0,Utilities,Total,Non-Hispanic,Total,Total reporting,0,S,0,0
1125,16166,Utilities,Total,Non-Hispanic,Total,Item not reported,77,,0,300
1126,134817,Utilities,Female,Non-Hispanic,Total,All firms,307,,0,2070
1127,4961,Utilities,Female,Non-Hispanic,Total,Family-owned,30,,0,125
1128,9335,Utilities,Female,Non-Hispanic,Total,Not family-owned,51,,0,127
1129,14296,Utilities,Female,Non-Hispanic,Total,Total reporting,80,,0,252
1130,0,Utilities,Female,Non-Hispanic,Total,Item not reported,0,S,0,0
1131,3794869,Utilities,Male,Non-Hispanic,Total,All firms,2041,,0,48033
1132,0,Utilities,Male,Non-Hispanic,Total,Family-owned,0,S,0,0
1133,0,Utilities,Male,Non-Hispanic,Total,Not family-owned,0,S,0,0
1134,0,Utilities,Male,Non-Hispanic,Total,Total reporting,0,S,0,0
1135,14487,Utilities,Male,Non-Hispanic,Total,Item not reported,66,,0,241
1136,0,Utilities,Equally male/female,Non-Hispanic,Total,All firms,0,S,0,0
1137,27214,Utilities,Equally male/female,Non-Hispanic,Total,Family-owned,164,,0,7314
1138,1565,Utilities,Equally male/female,Non-Hispanic,Total,Not family-owned,20,,0,39
1139,28778,Utilities,Equally male/female,Non-Hispanic,Total,Total reporting,183,,0,7353
1140,0,Utilities,Equally male/female,Non-Hispanic,Total,Item not reported,0,S,0,0
1141,4235438,Utilities,Total,Total,White,All firms,2916,,0,60851
1142,122210,Utilities,Total,Total,White,Family-owned,442,,0,8916
1143,0,Utilities,Total,Total,White,Not family-owned,0,S,0,0
1144,0,Utilities,Total,Total,White,Total reporting,0,S,0,0
1145,16399,Utilities,Total,Total,White,Item not reported,78,,0,306
1146,2113,Utilities,Total,Total,Black or African American,All firms,12,,0,75
1147,0,Utilities,Total,Total,Black or African American,Item not reported,0,D,0,0
1148,34210,Utilities,Total,Total,Asian,All firms,49,,0,524
1149,0,Utilities,Total,Total,Asian,Family-owned,0,S,0,0
1150,0,Utilities,Total,Total,Asian,Not family-owned,0,S,0,0
1151,1296,Utilities,Total,Total,Asian,Total reporting,16,,0,30
1152,0,Utilities,Total,Total,Asian,Item not reported,0,D,0,0
1153,0,Utilities,Total,Total,Native Hawaiian and Other Pacific Islander,All firms,0,D,0,0
1154,0,Utilities,Total,Total,Native Hawaiian and Other Pacific Islander,Not family-owned,0,D,0,0
1155,0,Utilities,Total,Total,Native Hawaiian and Other Pacific Islander,Total reporting,0,D,0,0
1156,107261,Utilities,Total,Total,Minority,All firms,178,,0,1536
1157,1144,Utilities,Total,Total,Minority,Family-owned,12,,0,33
1158,3626,Utilities,Total,Total,Minority,Not family-owned,34,,0,84
1159,4770,Utilities,Total,Total,Minority,Total reporting,45,,0,117
1160,0,Utilities,Total,Total,Minority,Item not reported,0,S,0,0
1161,37475,Utilities,Female,Total,Minority,All firms,46,,0,447
1162,0,Utilities,Female,Total,Minority,Family-owned,0,D,0,0
1163,0,Utilities,Female,Total,Minority,Not family-owned,0,S,0,0
1164,0,Utilities,Female,Total,Minority,Total reporting,0,S,0,0
1165,0,Utilities,Female,Total,Minority,Item not reported,0,D,0,0
1166,68779,Utilities,Male,Total,Minority,All firms,125,,0,1073
1167,0,Utilities,Male,Total,Minority,Family-owned,0,S,0,0
1168,3125,Utilities,Male,Total,Minority,Not family-owned,26,,0,68
1169,3552,Utilities,Male,Total,Minority,Total reporting,32,,0,89
1170,0,Utilities,Male,Total,Minority,Item not reported,0,D,0,0
1171,6318101,Construction,Female,Total,Nonminority,Not family-owned,12835,,0,100745
1172,14547508,Construction,Female,Total,Nonminority,Total reporting,26947,,0,249307
1173,325771,Construction,Female,Total,Nonminority,Item not reported,1058,,0,6155
1174,254960047,Construction,Male,Total,Nonminority,All firms,480777,,0,4186005
1175,30010868,Construction,Male,Total,Nonminority,Family-owned,49607,,0,517119
1176,76603238,Construction,Male,Total,Nonminority,Not family-owned,198745,,0,1379207
1177,106614106,Construction,Male,Total,Nonminority,Total reporting,248353,,0,1896326
1178,2342075,Construction,Male,Total,Nonminority,Item not reported,9367,,0,47537
1179,31105121,Construction,Equally male/female,Total,Nonminority,All firms,86459,,0,569408
1180,15606406,Construction,Equally male/female,Total,Nonminority,Family-owned,44088,,0,290560
1181,704288,Construction,Equally male/female,Total,Nonminority,Not family-owned,2456,,0,12985
1182,16310694,Construction,Equally male/female,Total,Nonminority,Total reporting,46545,,0,303545
1183,244133,Construction,Equally male/female,Total,Nonminority,Item not reported,873,,0,4408
1184,20833634,Construction,Total,Total,Total,All firms,47781,,0,364181
1185,3159970,Construction,Total,Total,Total,Family-owned,5211,,0,59846
1186,6622477,Construction,Total,Total,Total,Not family-owned,20353,,0,131615
1187,9782447,Construction,Total,Total,Total,Total reporting,25563,,0,191461
1188,0,Construction,Total,Total,Total,Item not reported,0,S,0,0
1189,0,Construction,Female,Total,Total,All firms,0,S,0,0
1190,0,Construction,Female,Total,Total,Family-owned,0,S,0,0
1191,0,Construction,Female,Total,Total,Not family-owned,0,S,0,0
1192,0,Construction,Female,Total,Total,Total reporting,0,S,0,0
1193,20600796,Construction,Male,Total,Total,All firms,46759,,0,359026
1194,3098842,Construction,Male,Total,Total,Family-owned,4897,,0,58611
1195,6507801,Construction,Male,Total,Total,Not family-owned,20213,,0,129806
1196,9606643,Construction,Male,Total,Total,Total reporting,25109,,0,188417
1197,0,Construction,Male,Total,Total,Item not reported,0,S,0,0
1198,0,Construction,Equally male/female,Total,Total,All firms,0,S,0,0
1199,0,Construction,Equally male/female,Total,Total,Family-owned,0,S,0,0
1200,0,Construction,Equally male/female,Total,Total,Total reporting,0,S,0,0
1201,446319,Construction,Total,Hispanic,Total,All firms,1818,,0,9550
1202,0,Construction,Total,Hispanic,Total,Family-owned,0,S,0,0
1203,141303,Construction,Total,Hispanic,Total,Not family-owned,742,,0,4152
1204,270545,Construction,Total,Hispanic,Total,Total reporting,903,,0,5753
1205,20387315,Construction,Total,Non-Hispanic,Total,All firms,45964,,0,354631
1206,3030729,Construction,Total,Non-Hispanic,Total,Family-owned,5050,,0,58245
1207,6481174,Construction,Total,Non-Hispanic,Total,Not family-owned,19611,,0,127463
1208,9511902,Construction,Total,Non-Hispanic,Total,Total reporting,24660,,0,185708
1209,0,Construction,Total,Non-Hispanic,Total,Item not reported,0,S,0,0
1210,876746,Construction,Total,Total,Minority,All firms,3417,,0,19050
1211,0,Construction,Total,Total,Minority,Family-owned,0,S,0,0
1212,261239,Construction,Total,Total,Minority,Not family-owned,1308,,0,7484
1213,419843,Construction,Total,Total,Minority,Total reporting,1563,,0,10511
1214,0,Construction,Total,Total,Minority,Item not reported,0,S,0,0
1215,0,Construction,Total,Total,Equally minority/nonminority,All firms,0,S,0,0
1216,0,Construction,Total,Total,Equally minority/nonminority,Family-owned,0,D,0,0
1217,0,Construction,Total,Total,Equally minority/nonminority,Not family-owned,0,D,0,0
1218,0,Construction,Total,Total,Equally minority/nonminority,Total reporting,0,D,0,0
1219,19938985,Construction,Total,Total,Nonminority,All firms,44176,,0,344603
1220,2998287,Construction,Total,Total,Nonminority,Family-owned,4915,,0,56739
1221,6356439,Construction,Total,Total,Nonminority,Not family-owned,19015,,0,124070
1222,9354726,Construction,Total,Total,Nonminority,Total reporting,23929,,0,180809
1223,0,Construction,Total,Total,Nonminority,Item not reported,0,S,0,0
1224,9214919,Construction,Total,Total,Total,All firms,18143,,0,163458
1225,2013050,Construction,Total,Total,Total,Family-owned,7313,,0,41574
1226,1365478,Construction,Total,Total,Total,Not family-owned,2103,,0,25259
1227,3378528,Construction,Total,Total,Total,Total reporting,9416,,0,66833
1228,0,Construction,Total,Total,Total,Item not reported,0,S,0,0
1229,0,Construction,Female,Total,Total,All firms,0,S,0,0
1230,0,Construction,Female,Total,Total,Not family-owned,0,D,0,0
1231,0,Construction,Female,Total,Total,Total reporting,0,D,0,0
1232,5586656,Construction,Male,Total,Total,All firms,6880,,0,99309
1233,616388,Construction,Male,Total,Total,Family-owned,1549,,0,12242
1234,1205750,Construction,Male,Total,Total,Not family-owned,1840,,0,22564
1235,1822138,Construction,Male,Total,Total,Total reporting,3389,,0,34807
1236,0,Construction,Male,Total,Total,Item not reported,0,S,0,0
1237,3559728,Construction,Equally male/female,Total,Total,All firms,11192,,0,63268
1238,1396662,Construction,Equally male/female,Total,Total,Family-owned,5765,,0,29332
1239,0,Construction,Equally male/female,Total,Total,Not family-owned,0,S,0,0
1240,1490068,Construction,Equally male/female,Total,Total,Total reporting,5997,,0,31186
1241,0,Construction,Equally male/female,Total,Total,Item not reported,0,S,0,0
1242,0,Construction,Total,Hispanic,Total,All firms,0,S,0,0
1243,0,Construction,Total,Hispanic,Total,Family-owned,0,D,0,0
1244,0,Construction,Total,Hispanic,Total,Not family-owned,0,D,0,0
1245,0,Construction,Total,Hispanic,Total,Total reporting,0,S,0,0
1246,0,Construction,Total,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
1247,0,Construction,Total,Equally Hispanic/non-Hispanic,Total,Family-owned,0,S,0,0
1248,0,Construction,Total,Equally Hispanic/non-Hispanic,Total,Not family-owned,0,S,0,0
1249,147793,Construction,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,331,,0,2569
1250,8597195,Construction,Total,Non-Hispanic,Total,All firms,17239,,0,151902
1251,1937194,Construction,Total,Non-Hispanic,Total,Family-owned,7012,,0,40205
1252,1290542,Construction,Total,Non-Hispanic,Total,Not family-owned,1953,,0,23909
1253,3227736,Construction,Total,Non-Hispanic,Total,Total reporting,8965,,0,64114
1254,0,Construction,Total,Non-Hispanic,Total,Item not reported,0,S,0,0
1255,0,Construction,Total,Total,Minority,All firms,0,S,0,0
1256,0,Construction,Total,Total,Minority,Family-owned,0,S,0,0
1257,0,Construction,Total,Total,Minority,Not family-owned,0,S,0,0
1258,0,Construction,Total,Total,Minority,Total reporting,0,S,0,0
1259,0,Construction,Total,Total,Equally minority/nonminority,All firms,0,S,0,0
1260,93513,Construction,Total,Total,Equally minority/nonminority,Family-owned,377,,0,1674
1261,0,Construction,Total,Total,Equally minority/nonminority,Not family-owned,0,S,0,0
1262,166800,Construction,Total,Total,Equally minority/nonminority,Total reporting,467,,0,2964
1263,8439428,Construction,Total,Total,Nonminority,All firms,16782,,0,148987
1264,1878160,Construction,Total,Total,Nonminority,Family-owned,6774,,0,39240
1265,1238488,Construction,Total,Total,Nonminority,Not family-owned,1893,,0,22862
1266,3116648,Construction,Total,Total,Nonminority,Total reporting,8667,,0,62102
1267,0,Construction,Total,Total,Nonminority,Item not reported,0,S,0,0
1268,315224841,Construction,Total,Total,Total,All firms,640653,,0,5291763
1269,53258796,Construction,Total,Total,Total,Family-owned,107996,,0,955935
1270,82337270,Construction,Total,Total,Total,Not family-owned,217945,,0,1490909
1271,135596067,Construction,Total,Total,Total,Total reporting,325943,,0,2446844
1272,2875606,Construction,Total,Total,Total,Item not reported,11855,,0,60444
1273,36063475,Construction,Female,Total,Total,All firms,62271,,0,593945
1274,9239105,Construction,Female,Total,Total,Family-owned,16214,,0,169859
1275,6753824,Construction,Female,Total,Total,Not family-owned,15573,,0,117344
1276,15992929,Construction,Female,Total,Total,Total reporting,31787,,0,287203
1277,343355,Construction,Female,Total,Total,Item not reported,1417,,0,6712
1278,247514458,Construction,Male,Total,Total,All firms,489623,,0,4105445
1279,28223765,Construction,Male,Total,Total,Family-owned,47883,,0,489084
1280,74845061,Construction,Male,Total,Total,Not family-owned,199562,,0,1358570
1281,103068826,Construction,Male,Total,Total,Total reporting,247446,,0,1847654
1282,2265524,Construction,Male,Total,Total,Item not reported,9459,,0,48320
1283,31646908,Construction,Equally male/female,Total,Total,All firms,88759,,0,592373
1284,15795927,Construction,Equally male/female,Total,Total,Family-owned,43899,,0,296991
1285,738384,Construction,Equally male/female,Total,Total,Not family-owned,2809,,0,14995
1286,16534312,Construction,Equally male/female,Total,Total,Total reporting,46710,,0,311987
1287,266727,Construction,Equally male/female,Total,Total,Item not reported,980,,0,5412
1288,14292011,Construction,Total,Hispanic,Total,All firms,51629,,0,313574
1289,2337108,Construction,Total,Hispanic,Total,Family-owned,6237,,0,54945
1290,4319602,Construction,Total,Hispanic,Total,Not family-owned,16596,,0,103341
1291,6656710,Construction,Total,Hispanic,Total,Total reporting,22834,,0,158286
1292,238597,Construction,Total,Hispanic,Total,Item not reported,1279,,0,4678
1293,1479976,Construction,Total,Equally Hispanic/non-Hispanic,Total,All firms,4894,,0,32008
1294,743186,Construction,Total,Equally Hispanic/non-Hispanic,Total,Family-owned,1975,,0,15771
1295,100553,Construction,Total,Equally Hispanic/non-Hispanic,Total,Not family-owned,542,,0,2525
1296,843739,Construction,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,2517,,0,18296
1297,0,Construction,Total,Equally Hispanic/non-Hispanic,Total,Item not reported,0,S,0,0
1298,299452853,Construction,Total,Non-Hispanic,Total,All firms,584130,,0,4946181
1299,50178502,Construction,Total,Non-Hispanic,Total,Family-owned,99783,,0,885219
1300,77917115,Construction,Total,Non-Hispanic,Total,Not family-owned,200806,,0,1385043
1301,128095617,Construction,Total,Non-Hispanic,Total,Total reporting,300591,,0,2270262
1302,2622450,Construction,Total,Non-Hispanic,Total,Item not reported,10436,,0,54886
1303,22929907,Construction,Total,Total,Minority,All firms,76804,,0,467615
1304,3358639,Construction,Total,Total,Minority,Family-owned,9162,,0,75086
1305,6093551,Construction,Total,Total,Minority,Not family-owned,24131,,0,141209
1306,9452190,Construction,Total,Total,Minority,Total reporting,33294,,0,216295
1307,319715,Construction,Total,Total,Minority,Item not reported,1592,,0,6470
1308,2711294,Construction,Total,Total,Equally minority/nonminority,All firms,7131,,0,52764
1309,929924,Construction,Total,Total,Equally minority/nonminority,Family-owned,2717,,0,20586
1310,213019,Construction,Total,Total,Equally minority/nonminority,Not family-owned,683,,0,3695
1311,1142943,Construction,Total,Total,Equally minority/nonminority,Total reporting,3400,,0,24281
1312,0,Construction,Total,Total,Equally minority/nonminority,Item not reported,0,S,0,0
1313,289583640,Construction,Total,Total,Nonminority,All firms,556720,,0,4771384
1314,48970234,Construction,Total,Total,Nonminority,Family-owned,96116,,0,860263
1315,76030700,Construction,Total,Total,Nonminority,Not family-owned,193130,,0,1346005
1316,125000934,Construction,Total,Total,Nonminority,Total reporting,289247,,0,2206267
1317,2535355,Construction,Total,Total,Nonminority,Item not reported,10065,,0,52892
1318,345273395,Construction,Classifiable,Classifiable,Classifiable,All firms,706577,,0,5819402
1319,0,Construction,Classifiable,Classifiable,Classifiable,Family-owned,0,S,0,0
1320,0,Construction,Classifiable,Classifiable,Classifiable,Not family-owned,0,S,0,0
1321,0,Construction,Classifiable,Classifiable,Classifiable,Total reporting,0,S,0,0
1322,0,Construction,Classifiable,Classifiable,Classifiable,Item not reported,0,S,0,0
1323,78898621,Construction,Unclassifiable,Unclassifiable,Unclassifiable,All firms,4251,,0,935496
