,industry,race,revenue_ranges
10432,Real estate and rental and leasing,Asian,R
10448,Real estate and rental and leasing,White,U
10449,Real estate and rental and leasing,White,W
10451,Real estate and rental and leasing,White,O
10452,Real estate and rental and leasing,White,W
10454,Real estate and rental and leasing,Black or African American,I
10468,Real estate and rental and leasing,Asian,U
10469,Real estate and rental and leasing,Asian,R
10470,Real estate and rental and leasing,Asian,U
10475,Real estate and rental and leasing,Asian,W
10476,Real estate and rental and leasing,Asian,T
10477,Real estate and rental and leasing,Asian,U
10499,Real estate and rental and leasing,White,W
10500,Real estate and rental and leasing,White,W
10501,Real estate and rental and leasing,White,W
10502,Real estate and rental and leasing,White,W
10504,Real estate and rental and leasing,White,W
10505,Real estate and rental and leasing,White,W
10506,Real estate and rental and leasing,White,W
10507,Real estate and rental and leasing,White,W
10508,Real estate and rental and leasing,White,W
10509,Real estate and rental and leasing,White,W
10510,Real estate and rental and leasing,White,U
10511,Real estate and rental and leasing,Asian,U
10517,Real estate and rental and leasing,Asian,R
10519,Real estate and rental and leasing,Asian,O
10520,Real estate and rental and leasing,Asian,T
10548,Real estate and rental and leasing,White,W
10549,Real estate and rental and leasing,White,W
10550,Real estate and rental and leasing,White,U
10554,Real estate and rental and leasing,White,R
10555,Real estate and rental and leasing,White,U
10556,Real estate and rental and leasing,White,W
10557,Real estate and rental and leasing,White,W
10558,Real estate and rental and leasing,White,W
10559,Real estate and rental and leasing,White,W
10560,Real estate and rental and leasing,White,W
10561,Real estate and rental and leasing,White,W
10562,Real estate and rental and leasing,White,W
10568,Real estate and rental and leasing,Asian,W
10569,Real estate and rental and leasing,Asian,U
10570,Real estate and rental and leasing,Asian,W
10571,Real estate and rental and leasing,Asian,U
10596,Real estate and rental and leasing,White,W
10597,Real estate and rental and leasing,White,W
10598,Real estate and rental and leasing,White,U
10599,Real estate and rental and leasing,White,W
10600,Real estate and rental and leasing,White,W
10601,Real estate and rental and leasing,White,U
10602,Real estate and rental and leasing,White,U
10605,Real estate and rental and leasing,White,T
10606,Real estate and rental and leasing,White,U
10609,Real estate and rental and leasing,Asian,R
10610,Real estate and rental and leasing,Asian,R
10611,Real estate and rental and leasing,Asian,U
10612,Real estate and rental and leasing,Asian,W
10614,Real estate and rental and leasing,Native Hawaiian and Other Pacific Islander,L
10615,Real estate and rental and leasing,Native Hawaiian and Other Pacific Islander,K
10643,Real estate and rental and leasing,White,W
10645,Real estate and rental and leasing,White,U
10649,Real estate and rental and leasing,White,K
10652,Real estate and rental and leasing,White,O
10665,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
10666,Professional/Scientific/Technical Services,American Indian and Alaska Native,U
10668,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
10670,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
10671,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
10673,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
10708,Professional/Scientific/Technical Services,American Indian and Alaska Native,L
10714,Professional/Scientific/Technical Services,American Indian and Alaska Native,L
10738,Professional/Scientific/Technical Services,White,W
10739,Professional/Scientific/Technical Services,White,W
10740,Professional/Scientific/Technical Services,White,W
10741,Professional/Scientific/Technical Services,White,W
10742,Professional/Scientific/Technical Services,White,W
10743,Professional/Scientific/Technical Services,White,W
10744,Professional/Scientific/Technical Services,White,W
10745,Professional/Scientific/Technical Services,White,W
10746,Professional/Scientific/Technical Services,White,W
10747,Professional/Scientific/Technical Services,White,W
10748,Professional/Scientific/Technical Services,White,W
10749,Professional/Scientific/Technical Services,White,W
10752,Professional/Scientific/Technical Services,American Indian and Alaska Native,O
10777,Professional/Scientific/Technical Services,White,W
10778,Professional/Scientific/Technical Services,White,W
10779,Professional/Scientific/Technical Services,White,W
10780,Professional/Scientific/Technical Services,White,W
10781,Professional/Scientific/Technical Services,White,W
10782,Professional/Scientific/Technical Services,White,W
10783,Professional/Scientific/Technical Services,White,W
10784,Professional/Scientific/Technical Services,White,W
10785,Professional/Scientific/Technical Services,White,W
10786,Professional/Scientific/Technical Services,White,W
10789,Professional/Scientific/Technical Services,American Indian and Alaska Native,U
10790,Professional/Scientific/Technical Services,American Indian and Alaska Native,T
10791,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
10792,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
10793,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
10794,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
10796,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
10820,Professional/Scientific/Technical Services,White,W
10821,Professional/Scientific/Technical Services,White,U
10822,Professional/Scientific/Technical Services,White,W
10823,Professional/Scientific/Technical Services,White,W
10824,Professional/Scientific/Technical Services,White,W
10825,Professional/Scientific/Technical Services,White,W
10826,Professional/Scientific/Technical Services,White,U
10827,Professional/Scientific/Technical Services,White,W
10829,Professional/Scientific/Technical Services,White,U
10831,Professional/Scientific/Technical Services,American Indian and Alaska Native,U
10832,Professional/Scientific/Technical Services,American Indian and Alaska Native,L
10833,Professional/Scientific/Technical Services,Asian,W
10834,Professional/Scientific/Technical Services,Asian,U
10835,Professional/Scientific/Technical Services,Asian,W
10836,Professional/Scientific/Technical Services,Asian,W
10837,Professional/Scientific/Technical Services,Asian,W
10838,Professional/Scientific/Technical Services,Asian,W
10839,Professional/Scientific/Technical Services,Asian,W
10840,Professional/Scientific/Technical Services,Asian,W
10841,Professional/Scientific/Technical Services,Asian,W
10842,Professional/Scientific/Technical Services,Asian,W
10867,Professional/Scientific/Technical Services,White,W
10868,Professional/Scientific/Technical Services,White,U
10869,Professional/Scientific/Technical Services,White,W
10870,Professional/Scientific/Technical Services,White,U
10871,Professional/Scientific/Technical Services,White,U
10872,Professional/Scientific/Technical Services,White,W
10875,Professional/Scientific/Technical Services,White,U
10876,Professional/Scientific/Technical Services,White,U
10877,Professional/Scientific/Technical Services,Asian,W
10878,Professional/Scientific/Technical Services,Asian,T
10879,Professional/Scientific/Technical Services,Asian,U
10880,Professional/Scientific/Technical Services,Asian,U
10881,Professional/Scientific/Technical Services,Asian,U
10882,Professional/Scientific/Technical Services,Asian,U
10884,Professional/Scientific/Technical Services,Asian,U
10886,Professional/Scientific/Technical Services,Asian,U
10887,Professional/Scientific/Technical Services,Asian,W
10915,Professional/Scientific/Technical Services,White,W
10916,Professional/Scientific/Technical Services,White,W
10917,Professional/Scientific/Technical Services,White,T
10918,Professional/Scientific/Technical Services,White,W
10919,Professional/Scientific/Technical Services,White,R
10920,Professional/Scientific/Technical Services,White,U
10921,Professional/Scientific/Technical Services,White,U
10925,Professional/Scientific/Technical Services,White,R
10927,Professional/Scientific/Technical Services,White,L
10928,Professional/Scientific/Technical Services,Asian,U
10929,Professional/Scientific/Technical Services,Asian,W
10930,Professional/Scientific/Technical Services,Asian,U
10931,Professional/Scientific/Technical Services,Asian,W
10932,Professional/Scientific/Technical Services,Asian,W
10933,Professional/Scientific/Technical Services,Asian,W
10934,Professional/Scientific/Technical Services,Asian,W
10935,Professional/Scientific/Technical Services,Asian,W
10936,Professional/Scientific/Technical Services,Asian,W
10937,Professional/Scientific/Technical Services,Asian,U
10939,Professional/Scientific/Technical Services,Asian,U
10940,Professional/Scientific/Technical Services,Asian,T
10969,Professional/Scientific/Technical Services,White,U
10970,Professional/Scientific/Technical Services,White,U
