,annual_payroll,industry,sex,ethnicity,race,buschar_label,number_of_firms,firmpdemp_f,revenue,number_of_employees
2423,1281237,Manufacturing,Female,Hispanic,Total,All firms,2271,,0,32272
2424,9930131,Manufacturing,Male,Total,Total,Individuals,24016,,0,248536
2425,52933730,Manufacturing,Male,Total,Total,Total reporting,62360,,0,1097843
2426,3666430,Manufacturing,Male,Total,Total,Item not reported,8133,,0,80414
2427,21835048,Manufacturing,Equally male/female,Total,Total,All firms,31627,,0,494976
2428,153177,Manufacturing,Equally male/female,Total,Total,Federal government,184,,0,3051
2429,465090,Manufacturing,Equally male/female,Total,Total,State and local government,1309,,0,11826
2430,5337426,Manufacturing,Equally male/female,Total,Total,Other businesses,10438,,0,126103
2431,321677,Manufacturing,Equally male/female,Total,Total,Other organizations,879,,0,7907
2432,2155477,Manufacturing,Equally male/female,Total,Total,Individuals,7188,,0,60890
2433,6016008,Manufacturing,Equally male/female,Total,Total,Total reporting,13751,,0,147397
2434,496827,Manufacturing,Equally male/female,Total,Total,Item not reported,1803,,0,13351
2435,5491688,Manufacturing,Total,Hispanic,Total,All firms,9800,,0,130185
2436,76107,Manufacturing,Total,Hispanic,Total,Federal government,67,,0,1312
2437,150546,Manufacturing,Total,Hispanic,Total,State and local government,335,,0,3358
2438,1703644,Manufacturing,Total,Hispanic,Total,Other businesses,2606,,0,39351
2439,48655,Manufacturing,Total,Hispanic,Total,Other organizations,131,,0,1310
2440,479257,Manufacturing,Total,Hispanic,Total,Individuals,1864,,0,14142
2441,1891359,Manufacturing,Total,Hispanic,Total,Total reporting,3660,,0,45547
2442,134395,Manufacturing,Total,Hispanic,Total,Item not reported,934,,0,5236
2443,0,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
2444,3227,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,Federal government,8,,0,120
2445,0,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,State and local government,0,S,0,0
2446,152972,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,Other businesses,440,,0,3866
2447,0,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,Other organizations,0,S,0,0
2448,68363,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,Individuals,451,,0,1956
2449,22412,Manufacturing,Female,Hispanic,Total,Federal government,49,,0,464
2450,34991,Manufacturing,Female,Hispanic,Total,State and local government,96,,0,1112
2451,246762,Manufacturing,Female,Hispanic,Total,Other businesses,492,,0,6396
2452,0,Manufacturing,Female,Hispanic,Total,Other organizations,0,S,0,0
2453,92519,Manufacturing,Female,Hispanic,Total,Individuals,373,,0,2812
2454,279123,Manufacturing,Female,Hispanic,Total,Total reporting,737,,0,7701
2455,23179,Manufacturing,Female,Hispanic,Total,Item not reported,183,,0,1005
2456,3993975,Manufacturing,Male,Hispanic,Total,All firms,6636,,0,89359
2457,77542,Manufacturing,Male,Hispanic,Total,Federal government,65,,0,1273
2458,95115,Manufacturing,Male,Hispanic,Total,State and local government,222,,0,1952
2459,1274400,Manufacturing,Male,Hispanic,Total,Other businesses,1925,,0,27791
2460,33852,Manufacturing,Male,Hispanic,Total,Other organizations,101,,0,963
2461,346335,Manufacturing,Male,Hispanic,Total,Individuals,1286,,0,9806
2462,1429769,Manufacturing,Male,Hispanic,Total,Total reporting,2639,,0,32151
2463,97600,Manufacturing,Male,Hispanic,Total,Item not reported,614,,0,3692
2464,566086,Manufacturing,Equally male/female,Hispanic,Total,All firms,1341,,0,15922
2465,0,Manufacturing,Equally male/female,Hispanic,Total,Federal government,0,D,0,0
2466,0,Manufacturing,Equally male/female,Hispanic,Total,State and local government,0,S,0,0
2467,225383,Manufacturing,Equally male/female,Hispanic,Total,Other businesses,322,,0,6281
2468,0,Manufacturing,Equally male/female,Hispanic,Total,Other organizations,0,S,0,0
2469,50102,Manufacturing,Equally male/female,Hispanic,Total,Individuals,253,,0,1907
2470,250096,Manufacturing,Equally male/female,Hispanic,Total,Total reporting,482,,0,7349
2471,28502,Manufacturing,Equally male/female,Hispanic,Total,Item not reported,158,,0,965
2472,0,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
2473,3417,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,Federal government,10,,0,125
2474,0,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,State and local government,0,S,0,0
2475,203057,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,703,,0,5203
2476,10780,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,Item not reported,46,,0,292
2477,246686029,Manufacturing,Total,Non-Hispanic,Total,All firms,199713,,0,4937986
2478,3222069,Manufacturing,Total,Non-Hispanic,Total,Federal government,2619,,0,61787
2479,0,Manufacturing,Total,Non-Hispanic,Total,State and local government,0,S,0,0
2480,58627888,Manufacturing,Total,Non-Hispanic,Total,Other businesses,69726,,0,1224382
2481,2562948,Manufacturing,Total,Non-Hispanic,Total,Other organizations,5361,,0,57937
2482,13295152,Manufacturing,Total,Non-Hispanic,Total,Individuals,36223,,0,347198
2483,63748540,Manufacturing,Total,Non-Hispanic,Total,Total reporting,86758,,0,1361431
2484,4462011,Manufacturing,Total,Non-Hispanic,Total,Item not reported,10960,,0,101173
2485,15337397,Manufacturing,Total,Total,Minority,All firms,22345,,0,376411
2486,191796,Manufacturing,Total,Total,Minority,Federal government,248,,0,4282
2487,297249,Manufacturing,Total,Total,Minority,State and local government,623,,0,7082
2488,3594900,Manufacturing,Total,Total,Minority,Other businesses,6103,,0,84790
2489,137788,Manufacturing,Total,Total,Minority,Other organizations,340,,0,3391
2490,894962,Manufacturing,Total,Total,Minority,Individuals,3815,,0,26679
2491,3934318,Manufacturing,Total,Total,Minority,Total reporting,8305,,0,96296
2492,341122,Manufacturing,Total,Total,Minority,Item not reported,1622,,0,9553
2493,1396592,Manufacturing,Total,Total,Equally minority/nonminority,All firms,2971,,0,36514
2494,4843,Manufacturing,Total,Total,Equally minority/nonminority,Federal government,13,,0,150
2495,0,Manufacturing,Total,Total,Equally minority/nonminority,State and local government,0,S,0,0
2496,209913,Manufacturing,Total,Total,Equally minority/nonminority,Other businesses,628,,0,5320
2497,13425,Manufacturing,Total,Total,Equally minority/nonminority,Other organizations,85,,0,352
2498,112453,Manufacturing,Total,Total,Equally minority/nonminority,Individuals,658,,0,3089
2499,276207,Manufacturing,Total,Total,Equally minority/nonminority,Total reporting,1042,,0,7133
2500,159688,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,Other businesses,527,,0,4128
2501,0,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,Other organizations,0,S,0,0
2502,74079,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,Individuals,548,,0,2242
2503,212333,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,822,,0,5582
2504,11806,Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,Item not reported,56,,0,344
2505,0,Manufacturing,Female,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
2506,0,Manufacturing,Female,Equally Hispanic/non-Hispanic,Total,State and local government,0,D,0,0
2507,0,Manufacturing,Female,Equally Hispanic/non-Hispanic,Total,Other businesses,0,D,0,0
2508,0,Manufacturing,Female,Equally Hispanic/non-Hispanic,Total,Individuals,0,D,0,0
2509,1579,Manufacturing,Female,Equally Hispanic/non-Hispanic,Total,Total reporting,7,,0,60
2510,190693,Manufacturing,Male,Equally Hispanic/non-Hispanic,Total,All firms,402,,0,4599
2511,0,Manufacturing,Male,Equally Hispanic/non-Hispanic,Total,Federal government,0,D,0,0
2512,0,Manufacturing,Male,Equally Hispanic/non-Hispanic,Total,State and local government,0,S,0,0
2513,60192,Manufacturing,Male,Equally Hispanic/non-Hispanic,Total,Other businesses,188,,0,1403
2514,0,Manufacturing,Male,Equally Hispanic/non-Hispanic,Total,Other organizations,0,S,0,0
2515,16697,Manufacturing,Male,Equally Hispanic/non-Hispanic,Total,Individuals,135,,0,440
2516,64852,Manufacturing,Male,Equally Hispanic/non-Hispanic,Total,Total reporting,218,,0,1523
2517,5288,Manufacturing,Male,Equally Hispanic/non-Hispanic,Total,Item not reported,11,,0,124
2518,0,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
2519,3018,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Federal government,7,,0,114
2520,3503,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,State and local government,16,,0,138
2521,98859,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Other businesses,338,,0,2709
2522,0,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Other organizations,0,S,0,0
2523,57132,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Individuals,412,,0,1786
2524,145902,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total reporting,598,,0,4000
2525,46420,Manufacturing,Total,Total,Equally minority/nonminority,Item not reported,100,,0,848
2526,236149490,Manufacturing,Total,Total,Nonminority,All firms,185820,,0,4675798
2527,3104764,Manufacturing,Total,Total,Nonminority,Federal government,2432,,0,58786
2528,0,Manufacturing,Total,Total,Nonminority,State and local government,0,S,0,0
2529,56679691,Manufacturing,Total,Total,Nonminority,Other businesses,66042,,0,1177490
2530,2470667,Manufacturing,Total,Total,Nonminority,Other organizations,5125,,0,55769
2531,12835357,Manufacturing,Total,Total,Nonminority,Individuals,34066,,0,333528
2532,61632431,Manufacturing,Total,Total,Nonminority,Total reporting,81774,,0,1308752
2533,4219644,Manufacturing,Total,Total,Nonminority,Item not reported,10217,,0,96301
2534,278670543,Manufacturing,Classifiable,Classifiable,Classifiable,All firms,236278,,0,5605214
2535,0,Manufacturing,Classifiable,Classifiable,Classifiable,Federal government,0,S,0,0
2536,0,Manufacturing,Classifiable,Classifiable,Classifiable,State and local government,0,S,0,0
2537,0,Manufacturing,Classifiable,Classifiable,Classifiable,Other businesses,0,S,0,0
2538,0,Manufacturing,Classifiable,Classifiable,Classifiable,Other organizations,0,S,0,0
2539,0,Manufacturing,Classifiable,Classifiable,Classifiable,Individuals,0,S,0,0
2540,0,Manufacturing,Classifiable,Classifiable,Classifiable,Total reporting,0,S,0,0
2541,0,Manufacturing,Classifiable,Classifiable,Classifiable,Item not reported,0,S,0,0
2542,445338704,Manufacturing,Unclassifiable,Unclassifiable,Unclassifiable,All firms,10165,,0,6400880
2543,0,Manufacturing,Unclassifiable,Unclassifiable,Unclassifiable,Federal government,0,S,0,0
2544,0,Manufacturing,Unclassifiable,Unclassifiable,Unclassifiable,State and local government,0,S,0,0
2545,0,Manufacturing,Unclassifiable,Unclassifiable,Unclassifiable,Other businesses,0,S,0,0
2546,0,Manufacturing,Unclassifiable,Unclassifiable,Unclassifiable,Other organizations,0,S,0,0
2547,0,Manufacturing,Unclassifiable,Unclassifiable,Unclassifiable,Individuals,0,S,0,0
2548,0,Manufacturing,Unclassifiable,Unclassifiable,Unclassifiable,Total reporting,0,S,0,0
2549,0,Manufacturing,Unclassifiable,Unclassifiable,Unclassifiable,Item not reported,0,S,0,0
2550,6518,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Item not reported,45,,0,220
2551,272038522,Manufacturing,Total,Non-Hispanic,Total,All firms,224171,,0,5445107
2552,3619358,Manufacturing,Total,Non-Hispanic,Total,Federal government,3191,,0,68854
2553,5154866,Manufacturing,Total,Non-Hispanic,Total,State and local government,8754,,0,107066
2554,64611958,Manufacturing,Total,Non-Hispanic,Total,Other businesses,78117,,0,1352138
2555,2834240,Manufacturing,Total,Non-Hispanic,Total,Other organizations,5830,,0,63408
2556,14406370,Manufacturing,Total,Non-Hispanic,Total,Individuals,40502,,0,377097
2557,70120963,Manufacturing,Total,Non-Hispanic,Total,Total reporting,97303,,0,1500621
2558,4996213,Manufacturing,Total,Non-Hispanic,Total,Item not reported,12280,,0,113320
2559,29841058,Manufacturing,Female,Non-Hispanic,Total,All firms,34397,,0,623147
2560,464837,Manufacturing,Female,Non-Hispanic,Total,Federal government,515,,0,10603
2561,545638,Manufacturing,Female,Non-Hispanic,Total,State and local government,1825,,0,13176
2562,5914888,Manufacturing,Female,Non-Hispanic,Total,Other businesses,10713,,0,135804
2563,398720,Manufacturing,Female,Non-Hispanic,Total,Other organizations,1174,,0,9664
2564,1674517,Manufacturing,Female,Non-Hispanic,Total,Individuals,7058,,0,51486
2565,6632205,Manufacturing,Female,Non-Hispanic,Total,Total reporting,14427,,0,159931
2566,422335,Manufacturing,Female,Non-Hispanic,Total,Item not reported,1844,,0,12045
2567,218888570,Manufacturing,Male,Non-Hispanic,Total,All firms,155240,,0,4298860
2568,2986485,Manufacturing,Male,Non-Hispanic,Total,Federal government,2425,,0,54867
2569,0,Manufacturing,Male,Non-Hispanic,Total,State and local government,0,S,0,0
2570,53060362,Manufacturing,Male,Non-Hispanic,Total,Other businesses,55659,,0,1084071
2571,2104852,Manufacturing,Male,Non-Hispanic,Total,Other organizations,3705,,0,45514
2572,10420615,Manufacturing,Male,Non-Hispanic,Total,Individuals,25587,,0,260320
2573,57141686,Manufacturing,Male,Non-Hispanic,Total,Total reporting,67596,,0,1185784
2574,4024200,Manufacturing,Male,Non-Hispanic,Total,Item not reported,8508,,0,86704
2575,23308894,Manufacturing,Equally male/female,Non-Hispanic,Total,All firms,34534,,0,523099
2576,168037,Manufacturing,Equally male/female,Non-Hispanic,Total,Federal government,254,,0,3383
2577,481491,Manufacturing,Equally male/female,Non-Hispanic,Total,State and local government,1492,,0,12816
2578,5636708,Manufacturing,Equally male/female,Non-Hispanic,Total,Other businesses,11745,,0,132263
2579,330667,Manufacturing,Equally male/female,Non-Hispanic,Total,Other organizations,950,,0,8230
2580,2311238,Manufacturing,Equally male/female,Non-Hispanic,Total,Individuals,7855,,0,65290
2581,6347071,Manufacturing,Equally male/female,Non-Hispanic,Total,Total reporting,15281,,0,154906
2582,549678,Manufacturing,Equally male/female,Non-Hispanic,Total,Item not reported,1925,,0,14570
2583,268334785,Manufacturing,Total,Total,White,All firms,223051,,0,5348392
2584,3606135,Manufacturing,Total,Total,White,Federal government,3134,,0,67780
2585,5190446,Manufacturing,Total,Total,White,State and local government,8846,,0,107615
2586,64668381,Manufacturing,Total,Total,White,Other businesses,77933,,0,1351846
2587,2805195,Manufacturing,Total,Total,White,Other organizations,5841,,0,63032
2588,14560987,Manufacturing,Total,Total,White,Individuals,40989,,0,381217
2589,70273476,Manufacturing,Total,Total,White,Total reporting,97288,,0,1502671
2590,4905857,Manufacturing,Total,Total,White,Item not reported,12551,,0,114139
2591,768461,Manufacturing,Total,Total,Black or African American,All firms,1370,,0,18404
2592,0,Manufacturing,Total,Total,Black or African American,Federal government,0,S,0,0
2593,0,Manufacturing,Total,Total,Black or African American,State and local government,0,S,0,0
2594,46405,Manufacturing,Total,Total,Black or African American,Other businesses,226,,0,1596
2595,0,Manufacturing,Total,Total,Black or African American,Other organizations,0,S,0,0
2596,26556,Manufacturing,Total,Total,Black or African American,Individuals,230,,0,1020
2597,64143,Manufacturing,Total,Total,Black or African American,Total reporting,395,,0,2313
2598,9389,Manufacturing,Total,Total,Black or African American,Item not reported,77,,0,333
2599,483473,Manufacturing,Total,Total,American Indian and Alaska Native,All firms,813,,0,10131
2600,1982,Manufacturing,Total,Total,American Indian and Alaska Native,Federal government,24,,0,74
2601,4854,Manufacturing,Total,Total,American Indian and Alaska Native,State and local government,35,,0,150
